id;imdb_id;title;original_title;release_date;runtime;original_language;popularity;homepage;budget;revenue;status;tagline;overview
11423;tt0353969;Memories of Murder;??? ??;2003-04-24;129;ko;5.41;http://www.memoriesofmurder.com/;2800000;0;Released;The worst of them will stay with you... forever;1986 Gyunggi Province. The body of a young woman is found brutally raped and murdered. Two months later, a series of rapes and murders commences under similar circumstances. And in a country that had never known such crimes, the dark whispers about a serial murderer grow louder. A special task force is set up in the area, with two local detectives Park Doo-Man and Jo Young-Goo joined by a detective from Seoul who requested to be assigned to the case.
55;tt0245712;Amores perros;Amores perros;2000-06-16;154;es;9.09;unknown;2000000;20908467;Released;Love. Betrayal. Death.;Three different people in Mexico City are catapulted into dramatic and unforeseen circumstances in the wake of a terrible car crash: a young punk stumbles into the sinister underground world of dog fighting, an injured supermodel's designer pooch disappears into the apartment's floorboards, and an ex-radical turned hit man rescues a gunshot Rotweiler.
963;tt0033870;The Maltese Falcon;The Maltese Falcon;1941-11-18;100;en;6.02;unknown;375000;1000000;Released;A story as EXPLOSIVE as his BLAZING automatics!;A private detective takes on a case that involves him with three eccentric criminals, a gorgeous liar, and their quest for a priceless statuette.
19625;tt0374887;Munna bhai M.B.B.S.;Munna bhai M.B.B.S.;2003-12-19;135;hi;7.55;unknown;0;0;Released;unknown;A gangster sets out to fulfill his father's dream of becoming a doctor.
1398;tt0079944;Stalker;???????;1979-04-16;163;ru;6.35;unknown;0;0;Released;unknown;"Near a gray and unnamed city is the Zone, an alien place guarded by barbed wire and soldiers, and where the normal laws of physics are victim to frequent anomalies. A Stalker, one of only a handful who have the mental gifts (and who risk imprisonment) to lead people into the Zone is tasked with reaching the Room, said to be a place where one's secret hopes come true. His clients are a burned out popular writer, cynical, and questioning his talent, and a quiet scientist more concerned about his knapsack than the journey. In the deserted Zone, the approach to the Room must be indirect. As they draw near, the rules seem to change and the stalker faces a crisis.  The film is loosely based on the novel ""Roadside Picnic"" by Boris and Arkady Strugatsky"
37165;tt0120382;The Truman Show;The Truman Show;1998-06-04;103;en;5.47;unknown;60000000;264118201;Released;On the air. Unaware.;"Truman Burbank is the star of ""The Truman Show"", a 24-hour-a-day ""reality"" TV show that broadcasts every aspect of his life -- live and in color -- without his knowledge. His entire life has been an unending soap opera for consumption by the rest of the world. And everyone he knows -- including his wife and his best friend -- is really an actor, paid to be part of his life."
19426;tt0050783;Nights of Cabiria;Le notti di Cabiria;1957-10-03;110;it;6.38;unknown;0;752045;Released;The story of a betrayed but unquenchable little Roman street-walker.;Rome, 1957. A woman, Cabiria, is robbed and left to drown by her boyfriend, Giorgio. Rescued, she resumes her life and tries her best to find happiness in a cynical world. Even when she thinks her struggles are over and she has found happiness and contentment, things may not be what they seem.
2493;tt0093779;The Princess Bride;The Princess Bride;1987-09-18;98;en;7.31;unknown;16000000;30857814;Released;It's as real as the feelings you feel.;In this enchantingly cracked fairy tale, the beautiful Princess Buttercup and the dashing Westley must overcome staggering odds to find happiness amid six-fingered swordsmen, murderous princes, Sicilians and rodents of unusual size. But even death can't stop these true lovebirds from triumphing.
28178;tt1028532;Hachi: A Dog's Tale;Hachi: A Dog's Tale;2009-06-13;93;en;5.19;unknown;16000000;47801389;Released;A true story of faith, devotion and undying love.;A drama based on the true story of a college professor's bond with the abandoned dog he takes into his home.
238;tt0068646;The Godfather;The Godfather;1972-03-14;175;en;6.80;http://www.thegodfather.com/;6000000;245066411;Released;An offer you can't refuse.;Spanning the years 1945 to 1955, a chronicle of the fictional Italian-American Corleone crime family. When organized crime family patriarch, Vito Corleone barely survives an attempt on his life, his youngest son, Michael steps in to take care of the would-be killers, launching a campaign of bloody revenge.
81;tt0087544;Nausicaä of the Valley of the Wind;????????;1984-03-11;117;ja;8.67;http://movies.disney.com/nausicaa-of-the-valley-of-the-wind;1000000;3301446;Released;unknown;After a global war, the seaside kingdom known as the Valley Of The Wind remains one of the last strongholds on Earth untouched by a poisonous jungle and the powerful insects that guard it. Led by the courageous Princess Nausicaa, the people of the Valley engage in an epic struggle to restore the bond between humanity and Earth.
76;tt0112471;Before Sunrise;Before Sunrise;1995-01-27;105;en;9.45;unknown;2500000;5535405;Released;Can the greatest romance of your life last only one night?;A dialogue marathon of a film, this fairytale love story of an American boy and French girl. During a day and a night together in Vienna their two hearts collide.
140607;tt2488496;Star Wars: The Force Awakens;Star Wars: The Force Awakens;2015-12-15;136;en;8.04;http://www.starwars.com/films/star-wars-episode-vii;245000000;2068223624;Released;Every generation has a story.;Thirty years after defeating the Galactic Empire, Han Solo and his allies face a new threat from the evil Kylo Ren and his army of Stormtroopers.
12259;tt0073707;Sholay;Sholay;1975-08-15;204;hi;5.34;unknown;0;0;Released;The greatest star cast ever assembled.......The greatest story ever told;A Police Officer, whose family was killed by a bandit named Gabbar Singh, decides to fight fire with fire and recruits two convicts, Jai &amp, Veeru, to bring Gabbar Singh to jail alive, but will they succeed in their mission and get their reward? Come and watch the action-packed super-hit Sholay to find out!!
596;tt0032551;The Grapes of Wrath;The Grapes of Wrath;1940-03-15;129;en;7.83;unknown;750000;0;Released;The most discussed book in years - now comes to the screen to become the most discussed picture in ages;Tom Joad returns to his home after a jail sentence to find his family kicked out of their farm due to foreclosure. He catches up with them on his Uncles farm, and joins them the next day as they head for California and a new life... Hopefully.
12445;tt1201607;Harry Potter and the Deathly Hallows: Part 2;Harry Potter and the Deathly Hallows: Part 2;2011-07-07;130;en;5.99;http://www.harrypotter.com;125000000;1342000000;Released;It all ends here.;Harry, Ron and Hermione continue their quest to vanquish the evil Voldemort once and for all. Just as things begin to look hopeless for the young wizards, Harry discovers a trio of magical objects that endow him with powers to rival Voldemort's formidable skills.
1366;tt0075148;Rocky;Rocky;1976-11-21;119;en;6.87;unknown;1000000;117235147;Released;His whole life was a million-to-one shot.;When world heavyweight boxing champion, Apollo Creed wants to give an unknown fighter a shot at the title as a publicity stunt, his handlers choose palooka Rocky Balboa, an uneducated collector for a Philadelphia loan shark. Rocky teams up with trainer  Mickey Goldmill to make the most of this once in a lifetime break.
146233;tt1392214;Prisoners;Prisoners;2013-09-18;153;en;4.56;http://prisonersmovie.warnerbros.com/;46000000;122126687;Released;Every moment matters.;When Keller Dover's daughter and her friend go missing, he takes matters into his own hands as the police pursue multiple leads and the pressure mounts. But just how far will this desperate father go to protect his family?
240;tt0071562;The Godfather: Part II;The Godfather: Part II;1974-12-20;200;en;7.04;unknown;13000000;47542841;Released;I don't feel I have to wipe everybody out, Tom. Just my enemies.;In the continuing saga of the Corleone crime family, a young Vito Corleone grows up in Sicily and in 1910s New York. In the 1950s, Michael Corleone attempts to expand the family business into Las Vegas, Hollywood and Cuba.
1480;tt0052311;Touch of Evil;Touch of Evil;1958-04-23;95;en;6.76;unknown;829000;2247465;Released;THE STRANGEST VENGEANCE EVER PLANNED!;Stark, perverse story of murder, kidnapping, and police corruption in Mexican border town.
783;tt0083987;Gandhi;Gandhi;1982-11-30;191;en;5.86;unknown;22000000;77737889;Released;His triumph changed the world forever.;In the early years of the 20th century, Mohandas K. Gandhi, a British-trained lawyer, forsakes all worldly possessions to take up the cause of Indian independence. Faced with armed resistance from the British government, Gandhi adopts a policy of 'passive resistance', endeavouring to win freedom for his people without resorting to bloodshed.
827;tt0046911;Diabolique;Les diaboliques;1955-01-29;116;fr;5.95;unknown;0;0;Released;See it, be amazed at it, but... BE QUIET ABOUT IT!;In this classic of French suspense, the cruel and abusive headmaster of a boarding school, Michel Delassalle, becomes the target of a murder plot hatched by an unlikely duo -- his meek wife and the mistress he brazenly flaunts. The women, brought together by their mutual hatred for the man, pull off the crime but become increasingly unhinged by a series of odd occurrences after Delassalle's corpse mysteriously disappears.
703;tt0075686;Annie Hall;Annie Hall;1977-04-19;93;en;8.60;unknown;4000000;38251425;Released;A nervous romance.;In the city of New York, comedian Alvy Singer falls in love with the ditsy Annie Hall.
640;tt0264464;Catch Me If You Can;Catch Me If You Can;2002-12-25;141;en;6.69;https://www.facebook.com/CatchMeIfYouCanMovie;52000000;352114312;Released;The true story of a real fake.;A true story about Frank Abagnale Jr. who, before his 19th birthday, successfully conned millions of dollars worth of checks as a Pan Am pilot, doctor, and legal prosecutor. An FBI agent makes it his mission to put him behind bars. But Frank not only eludes capture, he revels in the pursuit.
141;tt0246578;Donnie Darko;Donnie Darko;2001-01-18;113;en;9.25;unknown;6000000;1270522;Released;You can never go too far;After narrowly escaping a bizarre accident, a troubled teenager is plagued by visions of a large bunny rabbit that manipulates him to commit a series of crimes.
585;tt0198781;Monsters, Inc.;Monsters, Inc.;2001-11-01;92;en;5.37;http://movies.disney.com/monsters-inc;115000000;562816256;Released;We Scare Because We Care.;James Sullivan and Mike Wazowski are monsters, they earn their living scaring children and are the best in the business... even though they're more afraid of the children than they are of them. When a child accidentally enters their world, James and Mike suddenly find that kids are not to be afraid of and they uncover a conspiracy that could threaten all children across the world.
21614;tt0242519;Hera Pheri;Hera Pheri;2000-03-31;123;hi;7.78;unknown;0;0;Released;Three unemployed men find the answer to all their money problems when they recieve a call from a kidnapper.;Baburao is a landlord in India, who is very near-sighted, and always in financial trouble. He has a tenant named Raja, who has not paid his rent for several months. He also has anther tenant named Shyam, who has come to the city to look for a job in his late father's place, but is unable to find employment. The three men quarrel amongst themselves frequently. Then one day, the three men get a phone call from a kidnapper named Kabira, and decide to make use of this phone call to overcome their financial problems - pretend to be the real kidnappers, increase the ransom amount, keep the incremental amount for themselves, and then give the original ransom demanded to Kabira. Will they get away with this idea?
